ag_update_date,ag_id,ag_name,ag_gender,ag_date_of_birth,ag_gov_id,ag_license_number,ag_license_issue_date,ag_license_expiry_date,ag_ctgry,ag_expertise_cd,ag_experience,ag_lang,ag_contact_number,ag_email,ag_address_line_1,ag_address_line_2,ag_address_line_3,ag_city,ag_district,ag_state,ag_country,ag_pin_code,ag_since,ag_service_area_type,ag_product,ag_sales_manager_id,ag_account_no
2025-07-29,AG1242,Priyansh Bhakta,M,1971-07-31,VOTER-D302589,LIC/De/85584,2016-09-01,2030-03-21,CO,GEN,12,Hindi/English,99190766581,priyansh32@example.com,40- Chaudhari,Dewan Marg,Street,New Delhi,New Delhi,Delhi,India,110037,2013-02-07,Urban,Motor,SM1016,257007913171
2025-07-29,AG1243,Vritika Chatterjee,F,1981-01-30,ADHAR-6912-2433-8801,LIC/We/20319,2012-03-20,2026-07-07,BO,GEN,16,Hindi/English/Bengali,97159662025,vritika83@example.com,31- Lanka Marg,Loke Path,Street,Howrah,Howrah,West Bengal,India,717103,2008-11-14,Urban,Combo,SM1049,635046684487
2025-07-29,AG1244,Vivaan Sha,F,1992-10-04,UID-677090470394,LIC/Ma/93748,2024-02-21,2028-07-26,PO,HLT,9,Hindi/English/Marathi,99704242130,vivaan87@example.com,311 Barad Ganj,Suresh,Street,Nagpur,Nagpur,Maharashtra,India,446893,2015-10-24,Rural,Life,SM1039,589349119335
2025-07-29,AG1245,Umang Saxena,M,1991-11-02,ADHAR-3245-8543-4463,LIC/De/34617,2025-07-06,2029-02-22,CO,LFE,0,Hindi/English,97472059267,umang47@example.com,75/746 Bhat Nagar,Shah Path,Street,New Delhi,New Delhi,Delhi,India,110071,2024-08-11,Urban,Combo,SM1000,426298831435
2025-07-29,AG1246,Yuvraj  Korpal,M,1965-06-23,ADHAR-5091-9915-6352,LIC/De/60632,2024-01-31,2029-02-22,MI,GEN,11,Hindi/English,97357543656,yuvraj71@example.com,560 Soman Zila,Ghose Circle,Street,New Delhi,New Delhi,Delhi,India,110013,2013-11-01,Urban,Health,SM1028,286689421062
2025-07-29,AG1247,Kaira Amble,M,1972-12-23,ADHAR-2990-6358-2292,LIC/De/56657,2023-06-28,2030-03-14,CO,LFE,4,Hindi/English,97844136568,kaira45@example.com,H.No. 17 Chakrabarti Road,Joshi Road,Street,New Delhi,New Delhi,Delhi,India,110000,2021-04-29,Urban,Motor,SM1049,746307243843
2025-07-29,AG1248,Tarini Vohra,F,2001-10-18,VOTER-C151398,LIC/De/79114,2018-11-07,2029-02-17,PO,HLT,12,Hindi/English,98311307851,tarini20@example.com,38/60 Ramaswamy Circle,Majumdar,Street,New Delhi,New Delhi,Delhi,India,110075,2012-09-06,Urban,Life,SM1041,340629104707
2025-07-29,AG1249,Ehsaan Sen,M,1968-08-01,UID-909269147851,LIC/De/37272,2019-11-12,2028-02-22,BO,HLT,12,Hindi/English,99806679190,ehsaan22@example.com,H.No. 874 Gill Ganj,Doshi Road,Street,New Delhi,New Delhi,Delhi,India,110041,2013-02-21,Urban,Motor,SM1024,737790652329
2025-07-29,AG1250,Tushar Tailor,M,1986-12-27,UID-901381325151,LIC/Ka/27878,2020-07-05,2030-05-10,CO,LFE,8,Hindi/English/Kannada,98461411224,tushar15@example.com,040 Salvi Path,Bandi Zila,Street,Mysore,Mysore,Karnataka,India,577302,2016-10-07,Urban,Combo,SM1024,806285092919
2025-07-29,AG1251,Vardaniya Dayal,M,1992-11-21,VOTER-E547660,LIC/Ta/88048,2010-03-24,2025-11-30,CO,GEN,16,Hindi/English/Tamil,98344538971,vardaniya23@example.com,92/837- Master Marg,Ganesan Circle,Street,Coimbatore,Coimbatore,Tamil Nadu,India,650998,2009-03-07,Rural,Combo,SM1041,681908850588
2025-07-29,AG1252,Advika Bir,F,1990-10-27,ADHAR-9910-2456-3076,LIC/Ta/77196,2023-08-29,2030-04-28,IM,HLT,11,Hindi/English/Tamil,98312736058,advika44@example.com,64/27 Chana Zila,Mammen Chowk,Street,Madurai,Madurai,Tamil Nadu,India,669663,2014-01-17,Urban,Life,SM1002,803449453989
2025-07-29,AG1253,Hazel Sen,M,1995-05-21,VOTER-E906445,LIC/Ma/47291,2024-04-23,2030-01-12,BO,LFE,5,Hindi/English/Marathi,98306574425,hazel42@example.com,17/79 Chauhan Ganj,Dass Nagar,Street,Nagpur,Nagpur,Maharashtra,India,456846,2020-04-16,Urban,Motor,SM1012,956786915045
2025-07-29,AG1254,Samar Thaman,M,1996-06-11,VOTER-C731443,LIC/Ma/82611,2021-03-19,2027-07-27,CO,GEN,5,Hindi/English/Marathi,97028275904,samar45@example.com,01 Rana,Loke Road,Street,Pune,Pune,Maharashtra,India,423569,2020-06-02,Urban,Motor,SM1002,073897312777
2025-07-29,AG1255,Samiha Srivastava,M,1980-04-16,ADHAR-3348-1433-1543,LIC/Ta/90217,2022-10-21,2026-07-03,IM,HLT,13,Hindi/English/Tamil,97626387127,samiha23@example.com,826- Gaba Ganj,Sibal Nagar,Street,Madurai,Madurai,Tamil Nadu,India,600368,2012-06-19,Urban,Life,SM1044,354594634591
2025-07-29,AG1256,Divyansh Khatri,F,1999-12-15,VOTER-D392803,LIC/De/29956,2022-11-13,2027-03-01,CO,GEN,15,Hindi/English,98282781287,divyansh75@example.com,H.No. 104- Srinivas Ganj,Choudhry Road,Street,New Delhi,New Delhi,Delhi,India,110049,2009-08-05,Rural,Combo,SM1025,425664701633
2025-07-29,AG1257,Hazel Barad,M,1971-01-03,ADHAR-3849-3111-4652,LIC/Ma/21051,2013-07-16,2026-09-15,MI,HLT,15,Hindi/English/Marathi,99509540261,hazel27@example.com,H.No. 60- Apte Road,Kibe Street,Street,Nagpur,Nagpur,Maharashtra,India,411936,2009-08-12,Urban,Combo,SM1004,878188195122
2025-07-29,AG1258,Jayant Bora,F,1970-02-15,VOTER-D351321,LIC/Ta/19076,2010-03-11,2030-04-17,IM,LFE,18,Hindi/English/Tamil,97905549172,jayant74@example.com,H.No. 78- Rastogi Nagar,Raj Chowk,Street,Madurai,Madurai,Tamil Nadu,India,659885,2007-06-24,Rural,Motor,SM1016,751436385610
2025-07-29,AG1259,Anaya Sinha,M,1997-11-09,UID-365418180320,LIC/Ka/31609,2015-02-10,2026-01-08,IM,HLT,19,Hindi/English/Kannada,97851930637,anaya61@example.com,45 Chakrabarti Path,Soni Chowk,Street,Mysore,Mysore,Karnataka,India,584405,2006-01-05,Urban,Life,SM1012,289437590265
2025-07-29,AG1260,Purab Iyengar,M,1965-09-28,ADHAR-5520-4773-5834,LIC/Ka/94183,2021-01-27,2025-12-09,IM,LFE,4,Hindi/English/Kannada,97010396346,purab19@example.com,H.No. 320 Jayaraman Road,Som,Street,Mysore,Mysore,Karnataka,India,566851,2020-09-23,Urban,Health,SM1038,817752163400
2025-07-29,AG1261,Damini Halder,M,1991-08-05,UID-677478408397,LIC/De/37704,2023-03-12,2025-09-11,PO,GEN,7,Hindi/English,99197107128,damini54@example.com,77 Vora Path,Handa Zila,Street,New Delhi,New Delhi,Delhi,India,110080,2018-05-12,Urban,Motor,SM1034,945843591423
2025-07-29,AG1262,Biju Venkataraman,F,2002-09-22,VOTER-A882603,LIC/Ta/82857,2024-12-05,2027-06-01,BO,GEN,4,Hindi/English/Tamil,99433345974,biju49@example.com,H.No. 227- Bhalla Chowk,Vig Street,Street,Madurai,Madurai,Tamil Nadu,India,677089,2020-09-18,Rural,Combo,SM1000,775723028054
2025-07-29,AG1263,Shalv Thaman,M,1997-05-20,ADHAR-9262-6634-1340,LIC/We/10863,2024-10-04,2025-08-14,IM,GEN,5,Hindi/English/Bengali,98048226364,shalv95@example.com,159 Divan Street,Tiwari Street,Street,Kolkata,Kolkata,West Bengal,India,790759,2019-11-10,Rural,Health,SM1008,946824205598
2025-07-29,AG1264,Abram Thakur,F,1972-06-10,VOTER-D715495,LIC/Ka/24241,2021-12-06,2029-08-11,BO,HLT,13,Hindi/English/Kannada,99451049605,abram60@example.com,63/821 Gade Chowk,Konda Path,Street,Bangalore,Bangalore,Karnataka,India,578486,2012-01-31,Urban,Life,SM1036,340005996024
2025-07-29,AG1265,Dhanush Borah,F,1972-05-31,VOTER-E998822,LIC/Ka/31369,2024-09-20,2029-04-21,MI,LFE,5,Hindi/English/Kannada,97307414451,dhanush13@example.com,H.No. 20 Sarma Marg,Mammen,Street,Bangalore,Bangalore,Karnataka,India,572560,2019-08-05,Rural,Health,SM1037,292867590032
2025-07-29,AG1266,Krish Sani,F,2002-01-10,ADHAR-8618-6783-7251,LIC/De/27306,2024-12-28,2029-10-15,IM,LFE,3,Hindi/English,99347220873,krish44@example.com,69 Chawla Zila,Loyal Zila,Street,New Delhi,New Delhi,Delhi,India,110005,2022-06-05,Urban,Life,SM1041,971664627039
2025-07-29,AG1267,Jayant Krishna,F,1971-02-05,UID-747302287388,LIC/Ta/40237,2023-11-28,2030-07-17,CO,GEN,3,Hindi/English/Tamil,98728982557,jayant45@example.com,H.No. 597- Kakar Nagar,Dugal Road,Street,Madurai,Madurai,Tamil Nadu,India,696273,2022-01-01,Urban,Combo,SM1043,689378702388
2025-07-29,AG1268,Emir Venkatesh,F,2000-10-28,UID-911434184688,LIC/Ma/21920,2022-10-26,2026-10-14,BO,LFE,8,Hindi/English/Marathi,99164321074,emir31@example.com,37/07 Kata,Kant Path,Street,Pune,Pune,Maharashtra,India,449902,2017-03-08,Urban,Health,SM1023,063489563196
2025-07-29,AG1269,Rohan Soman,F,1984-04-20,ADHAR-4013-1739-7035,LIC/Ma/83064,2025-03-27,2029-11-13,PO,HLT,6,Hindi/English/Marathi,97505351590,rohan93@example.com,H.No. 67 Subramanian Marg,Gokhale Nagar,Street,Mumbai,Mumbai,Maharashtra,India,406244,2019-03-01,Rural,Health,SM1005,335561971558
2025-07-29,AG1270,Ishaan Konda,M,1997-03-08,UID-724948407803,LIC/De/97341,2022-01-16,2029-04-08,MI,LFE,14,Hindi/English,98788371556,ishaan69@example.com,H.No. 288- Dhawan Circle,Kapadia Zila,Street,New Delhi,New Delhi,Delhi,India,110022,2011-04-15,Urban,Motor,SM1048,277223234561
2025-07-29,AG1271,Baiju Sama,M,1989-03-13,UID-430620870267,LIC/Ta/35602,2025-07-26,2025-12-22,MI,LFE,18,Hindi/English/Tamil,99841993274,baiju95@example.com,H.No. 50- Raman Road,Maharaj Marg,Street,Madurai,Madurai,Tamil Nadu,India,668377,2006-11-19,Urban,Motor,SM1020,944068674939
2025-07-29,AG1272,Vardaniya Raman,M,1988-04-20,VOTER-B863986,LIC/Ma/64039,2019-09-06,2027-12-26,CO,HLT,10,Hindi/English/Marathi,98194294869,vardaniya33@example.com,89/03- Khalsa Chowk,Choudhary Street,Street,Nagpur,Nagpur,Maharashtra,India,447624,2014-11-28,Urban,Health,SM1007,996038460488
2025-07-29,AG1273,Riaan Mand,M,1991-08-09,VOTER-C498588,LIC/De/50250,2021-06-16,2025-08-25,IM,GEN,8,Hindi/English,98620761283,riaan87@example.com,49/76 Khosla Zila,Sampath Street,Street,New Delhi,New Delhi,Delhi,India,110024,2017-07-10,Rural,Health,SM1001,509790214338
2025-07-29,AG1274,Jayant Krishnan,M,1986-12-07,VOTER-E942086,LIC/We/23672,2023-06-03,2026-07-23,CO,HLT,14,Hindi/English/Bengali,97702549248,jayant64@example.com,62 Chhabra Path,D’Alia Ganj,Street,Howrah,Howrah,West Bengal,India,787520,2011-03-21,Urban,Combo,SM1028,667436482377
2025-07-29,AG1275,Veer Lala,F,1980-05-07,VOTER-A345897,LIC/We/71926,2019-06-22,2029-02-20,IM,LFE,9,Hindi/English/Bengali,99745370620,veer85@example.com,H.No. 635 Lall Chowk,Maharaj Path,Street,Howrah,Howrah,West Bengal,India,728689,2016-05-23,Urban,Combo,SM1000,538783717458
2025-07-29,AG1276,Eva Sani,M,1987-06-04,UID-338015016436,LIC/Ka/34770,2024-08-13,2025-09-06,CO,GEN,4,Hindi/English/Kannada,99266980455,eva64@example.com,75/554 Ahluwalia Circle,Chandra Road,Street,Mysore,Mysore,Karnataka,India,576865,2021-05-30,Urban,Combo,SM1019,572710200168
2025-07-29,AG1277,Urvi Saini,M,1994-12-10,UID-960237202221,LIC/De/53601,2025-02-23,2029-11-23,MI,HLT,2,Hindi/English,97979924422,urvi38@example.com,H.No. 034- Garde Chowk,Chad,Street,New Delhi,New Delhi,Delhi,India,110067,2023-01-09,Rural,Motor,SM1026,262656761689
2025-07-29,AG1278,Tushar Sur,F,1980-07-28,VOTER-E881079,LIC/De/46291,2023-12-23,2028-10-17,IM,HLT,4,Hindi/English,97979146468,tushar77@example.com,96/137- Manda,Arya Circle,Street,New Delhi,New Delhi,Delhi,India,110005,2020-11-11,Urban,Motor,SM1033,110786346386
2025-07-29,AG1279,Ela Dyal,F,1987-02-11,UID-536850300200,LIC/Ma/91235,2015-05-25,2030-07-21,MI,GEN,10,Hindi/English/Marathi,98980241448,ela32@example.com,98- Tiwari Circle,Din Circle,Street,Pune,Pune,Maharashtra,India,457765,2014-11-28,Rural,Combo,SM1049,184414808521
2025-07-29,AG1280,Aarna Samra,F,1986-02-15,VOTER-A156890,LIC/De/45245,2021-12-11,2027-02-17,IM,LFE,7,Hindi/English,98374874784,aarna26@example.com,77- Dave Chowk,Biswas Ganj,Street,New Delhi,New Delhi,Delhi,India,110014,2018-07-22,Rural,Health,SM1033,868179437371
2025-07-29,AG1281,Dhanuk Halder,F,1981-04-04,VOTER-D890731,LIC/Ka/96130,2025-01-23,2028-04-06,IM,GEN,1,Hindi/English/Kannada,97890382236,dhanuk15@example.com,H.No. 88 Sharma,Chauhan Street,Street,Mysore,Mysore,Karnataka,India,589468,2024-05-09,Urban,Life,SM1003,354425383282
2025-07-29,AG1282,Anika Shere,M,1996-06-12,VOTER-B823809,LIC/Ka/85506,2025-07-06,2028-04-01,BO,GEN,1,Hindi/English/Kannada,98611781632,anika44@example.com,286 Saha Street,Talwar Street,Street,Mysore,Mysore,Karnataka,India,589825,2023-08-09,Urban,Combo,SM1001,077592169615
2025-07-29,AG1283,Reyansh Yohannan,F,1992-01-06,VOTER-E371150,LIC/Ma/11228,2022-05-15,2029-10-06,IM,LFE,11,Hindi/English/Marathi,98239929041,reyansh56@example.com,48/568 Johal Zila,Sule Path,Street,Pune,Pune,Maharashtra,India,429308,2014-04-12,Urban,Health,SM1024,529314703319
2025-07-29,AG1284,Saira Wali,M,1997-12-01,VOTER-E314084,LIC/We/94898,2024-10-04,2026-07-31,IM,LFE,14,Hindi/English/Bengali,97833141352,saira93@example.com,771 Hayer Nagar,Gill Street,Street,Howrah,Howrah,West Bengal,India,703114,2010-08-30,Urban,Life,SM1004,481265018488
2025-07-29,AG1285,Mahika Goyal,F,1966-10-12,VOTER-A815559,LIC/Ma/52352,2023-03-28,2027-02-15,IM,LFE,2,Hindi/English/Marathi,99672935255,mahika66@example.com,64/892- Singhal Circle,Kala Zila,Street,Nagpur,Nagpur,Maharashtra,India,406384,2023-03-24,Rural,Health,SM1029,880385307264
2025-07-29,AG1286,Renee Barad,M,1986-01-23,UID-864871841601,LIC/Ka/86777,2023-01-23,2027-12-19,IM,HLT,4,Hindi/English/Kannada,98123789677,renee38@example.com,H.No. 21 Madan Path,Date Road,Street,Mysore,Mysore,Karnataka,India,569497,2021-02-28,Urban,Combo,SM1043,534509561938
2025-07-29,AG1287,Azad Kuruvilla,M,1989-02-27,VOTER-C159892,LIC/Ka/49707,2025-01-20,2028-05-24,CO,LFE,12,Hindi/English/Kannada,97029454269,azad68@example.com,80/823 Wagle Street,Karan Nagar,Street,Bangalore,Bangalore,Karnataka,India,566286,2013-04-22,Rural,Combo,SM1004,254091567568
2025-07-29,AG1288,Inaaya  Balakrishnan,M,1974-10-27,UID-575649782009,LIC/Ma/42031,2024-04-12,2026-11-03,CO,HLT,5,Hindi/English/Marathi,97901297657,inaaya91@example.com,H.No. 66 Balay Road,Bose Chowk,Street,Nagpur,Nagpur,Maharashtra,India,484073,2019-11-06,Rural,Life,SM1046,899767204065
2025-07-29,AG1289,Sumer Rajan,M,1986-02-11,UID-145156162916,LIC/We/95609,2023-11-20,2029-12-29,MI,GEN,10,Hindi/English/Bengali,97430454775,sumer38@example.com,44/207- Bhasin Ganj,Ghosh Road,Street,Kolkata,Kolkata,West Bengal,India,722172,2015-01-16,Urban,Life,SM1038,245114453581
2025-07-29,AG1290,Mahika Goda,F,1995-09-19,UID-953011210816,LIC/Ta/86227,2025-05-26,2027-07-16,IM,LFE,0,Hindi/English/Tamil,98938756902,mahika80@example.com,H.No. 102 Vig Marg,Dhar Road,Street,Chennai,Chennai,Tamil Nadu,India,635298,2024-10-22,Urban,Life,SM1003,785211996386
2025-07-29,AG1291,Azad Badami,M,1999-10-29,ADHAR-1437-2775-4206,LIC/Ka/23768,2024-11-23,2026-01-20,PO,GEN,3,Hindi/English/Kannada,98300823429,azad65@example.com,676 Thaker,Dhingra Zila,Street,Mysore,Mysore,Karnataka,India,563669,2022-02-09,Urban,Health,SM1005,174986113006
2025-07-29,AG1292,Lavanya Ray,M,1990-04-15,VOTER-A268430,LIC/De/79679,2020-06-04,2029-01-14,BO,LFE,7,Hindi/English,98154691102,lavanya47@example.com,39 Sharma,Singhal Path,Street,New Delhi,New Delhi,Delhi,India,110065,2017-10-03,Rural,Combo,SM1008,269836165181
2025-07-29,AG1293,Nirvaan Ahuja,F,1973-05-28,VOTER-D736526,LIC/Ka/37169,2020-01-05,2029-04-28,CO,LFE,15,Hindi/English/Kannada,98825025363,nirvaan66@example.com,334 Zachariah Marg,Contractor Chowk,Street,Bangalore,Bangalore,Karnataka,India,561621,2010-05-15,Urban,Life,SM1019,417466413780
2025-07-29,AG1294,Ivana Sarkar,M,1983-07-19,ADHAR-7812-3235-8717,LIC/Ta/62038,2025-06-26,2028-11-27,MI,LFE,18,Hindi/English/Tamil,99411556758,ivana53@example.com,H.No. 89 Banik Ganj,Sachdev,Street,Coimbatore,Coimbatore,Tamil Nadu,India,659881,2007-04-23,Rural,Health,SM1007,669656320951
2025-07-29,AG1295,Aarush Jain,M,1979-10-01,UID-175483916280,LIC/We/99185,2023-07-29,2028-11-22,IM,LFE,7,Hindi/English/Bengali,98241471384,aarush86@example.com,89 Sarna Chowk,Dutt,Street,Howrah,Howrah,West Bengal,India,778876,2017-12-24,Urban,Health,SM1006,777141021246
2025-07-29,AG1296,Divij Hayer,M,1991-08-20,UID-626049053352,LIC/Ta/99027,2021-11-28,2029-11-23,BO,LFE,3,Hindi/English/Tamil,99053816758,divij87@example.com,79 Singhal Chowk,Grover Marg,Street,Chennai,Chennai,Tamil Nadu,India,635394,2021-08-20,Urban,Health,SM1040,098057045695
2025-07-29,AG1297,Eshani Rajagopal,F,1973-09-03,ADHAR-2267-4210-4538,LIC/Ta/86205,2018-05-01,2026-08-17,IM,GEN,13,Hindi/English/Tamil,98301137086,eshani74@example.com,H.No. 928- Bahri Nagar,Gulati Circle,Street,Madurai,Madurai,Tamil Nadu,India,699270,2012-04-12,Rural,Motor,SM1037,561021056853
2025-07-29,AG1298,Kimaya Dash,F,2003-04-01,VOTER-A922891,LIC/We/87259,2022-11-22,2028-03-31,IM,LFE,6,Hindi/English/Bengali,99040056297,kimaya81@example.com,H.No. 403- Rege Road,Rajagopal Path,Street,Kolkata,Kolkata,West Bengal,India,722932,2019-01-09,Urban,Life,SM1007,185480188676
2025-07-29,AG1299,Kaira Sem,F,1978-06-13,ADHAR-8642-7832-7683,LIC/Ma/54214,2025-06-20,2026-05-17,BO,HLT,9,Hindi/English/Marathi,97319014916,kaira80@example.com,H.No. 152 Hans Circle,Kaul Marg,Street,Nagpur,Nagpur,Maharashtra,India,404899,2015-09-20,Urban,Combo,SM1014,821161892625
2025-07-29,AG1300,Shray Sharaf,M,1992-04-18,VOTER-D301182,LIC/Ma/21394,2018-01-31,2029-04-17,IM,HLT,18,Hindi/English/Marathi,99671833670,shray30@example.com,39/345 Sant Marg,Butala Marg,Street,Nagpur,Nagpur,Maharashtra,India,462787,2006-11-25,Urban,Combo,SM1004,347687208319
2025-07-29,AG1301,Aarav Bhatnagar,F,1994-12-04,ADHAR-1153-6976-2856,LIC/Ka/72607,2023-02-17,2029-12-24,MI,GEN,3,Hindi/English/Kannada,98035955610,aarav24@example.com,H.No. 558 Sami Ganj,Goyal Marg,Street,Mysore,Mysore,Karnataka,India,575320,2022-01-16,Rural,Life,SM1029,569704034148
2025-07-29,AG1302,Vihaan Gandhi,M,1996-04-24,VOTER-C424680,LIC/Ka/91429,2021-08-17,2028-09-25,CO,LFE,4,Hindi/English/Kannada,97569703522,vihaan68@example.com,750- Dhar Zila,Magar Street,Street,Mysore,Mysore,Karnataka,India,574001,2021-05-20,Urban,Combo,SM1023,662910165175
2025-07-29,AG1303,Sumer Seth,F,1995-11-14,ADHAR-2356-8882-1409,LIC/Ma/43022,2024-08-22,2027-01-08,CO,GEN,1,Hindi/English/Marathi,98366034169,sumer38@example.com,65/257- Rajan Circle,Dada,Street,Mumbai,Mumbai,Maharashtra,India,445659,2024-07-16,Urban,Life,SM1018,742076345887
2025-07-29,AG1304,Hrishita Guha,M,1974-02-27,ADHAR-6318-1696-4799,LIC/We/77759,2025-05-23,2030-06-12,PO,LFE,2,Hindi/English/Bengali,99012336466,hrishita99@example.com,01/87 Ratti Ganj,Andra Street,Street,Kolkata,Kolkata,West Bengal,India,730941,2023-04-03,Rural,Combo,SM1022,146838455206
2025-07-29,AG1305,Veer Loyal,F,1971-04-06,VOTER-C232366,LIC/Ta/65589,2022-04-26,2029-03-27,PO,HLT,7,Hindi/English/Tamil,98444825476,veer67@example.com,985- Chaudhari Path,Lal Street,Street,Coimbatore,Coimbatore,Tamil Nadu,India,689056,2018-01-28,Urban,Health,SM1016,349035092972
2025-07-29,AG1306,Anaya Chaudhary,M,1994-01-08,ADHAR-3950-4581-2016,LIC/Ka/50248,2021-05-31,2027-04-12,CO,LFE,11,Hindi/English/Kannada,97409339016,anaya81@example.com,90/39- Dar Zila,Kala Ganj,Street,Mysore,Mysore,Karnataka,India,588843,2013-09-13,Urban,Health,SM1001,233909823627
2025-07-29,AG1307,Ela Walla,M,1971-06-07,VOTER-C174604,LIC/Ta/24485,2021-07-02,2026-06-07,IM,GEN,14,Hindi/English/Tamil,97616376404,ela78@example.com,H.No. 232- Dora Chowk,Sant Chowk,Street,Madurai,Madurai,Tamil Nadu,India,675078,2010-12-06,Rural,Health,SM1010,678245186691
2025-07-29,AG1308,Reyansh Bawa,M,1971-10-01,VOTER-E317522,LIC/We/24752,2025-03-31,2026-02-13,IM,LFE,8,Hindi/English/Bengali,97880716685,reyansh66@example.com,33- Chaudhry Street,Sahota Nagar,Street,Howrah,Howrah,West Bengal,India,756826,2017-05-29,Urban,Life,SM1003,015713313030
2025-07-29,AG1309,Dishani Handa,F,1996-09-24,UID-325828185249,LIC/We/20023,2014-05-26,2025-08-18,CO,GEN,16,Hindi/English/Bengali,98543909569,dishani12@example.com,168 Dutta Path,Sarna Marg,Street,Howrah,Howrah,West Bengal,India,783698,2008-12-24,Rural,Combo,SM1039,664674931528
2025-07-29,AG1310,Samiha Bora,M,1974-01-07,UID-558800733089,LIC/Ma/66855,2022-12-26,2026-05-01,CO,GEN,10,Hindi/English/Marathi,98045731468,samiha33@example.com,H.No. 88 Singh Nagar,Lall Path,Street,Mumbai,Mumbai,Maharashtra,India,447610,2015-01-24,Urban,Motor,SM1049,132485405262
2025-07-29,AG1311,Myra Sule,F,1993-09-14,UID-732297274534,LIC/Ta/51415,2016-06-03,2028-07-04,IM,GEN,19,Hindi/English/Tamil,99017229388,myra96@example.com,190 Kalla Marg,Bakshi Street,Street,Madurai,Madurai,Tamil Nadu,India,624149,2006-06-16,Urban,Life,SM1005,364384457705
2025-07-29,AG1312,Inaaya  Rama,F,1975-11-29,UID-593834036968,LIC/Ma/31992,2024-02-20,2027-01-25,IM,GEN,19,Hindi/English/Marathi,99100236178,inaaya80@example.com,756 Dora Road,Keer Nagar,Street,Mumbai,Mumbai,Maharashtra,India,484935,2006-05-12,Urban,Health,SM1007,953311169168
2025-07-29,AG1313,Jiya Baral,M,1972-06-16,ADHAR-2710-8920-5942,LIC/We/32912,2025-02-08,2028-06-06,PO,GEN,5,Hindi/English/Bengali,98430974762,jiya76@example.com,H.No. 430 Mani Street,Seshadri Zila,Street,Kolkata,Kolkata,West Bengal,India,723927,2020-02-11,Urban,Motor,SM1048,937500422013
2025-07-29,AG1314,Kimaya Krishnan,F,2001-04-17,UID-836436719978,LIC/De/84880,2021-09-07,2028-02-25,MI,HLT,3,Hindi/English,97700495931,kimaya74@example.com,41/457- Kapadia Road,Bobal Chowk,Street,New Delhi,New Delhi,Delhi,India,110015,2021-08-26,Rural,Motor,SM1004,762052764029
2025-07-29,AG1315,Ishita Kamdar,M,1996-05-12,ADHAR-3517-5313-8860,LIC/Ka/49080,2022-11-09,2026-08-10,BO,LFE,11,Hindi/English/Kannada,97098494731,ishita42@example.com,H.No. 299 Zachariah Nagar,Master Street,Street,Bangalore,Bangalore,Karnataka,India,565639,2014-06-22,Rural,Life,SM1031,492216757262
2025-07-29,AG1316,Divij Gopal,M,1964-09-18,VOTER-B983102,LIC/We/15558,2018-10-21,2025-10-15,BO,HLT,17,Hindi/English/Bengali,99393841459,divij76@example.com,851 Bir,D’Alia Path,Street,Howrah,Howrah,West Bengal,India,786302,2008-03-22,Rural,Health,SM1040,193505699792
2025-07-29,AG1317,Yasmin Kashyap,M,1988-01-29,ADHAR-9934-4378-7753,LIC/Ka/88892,2018-10-07,2028-03-16,IM,LFE,8,Hindi/English/Kannada,98155903151,yasmin78@example.com,55/34- Subramaniam Nagar,Kuruvilla Nagar,Street,Mysore,Mysore,Karnataka,India,585469,2016-12-26,Urban,Health,SM1012,136204708601
2025-07-29,AG1318,Nirvaan Soni,M,1986-12-12,UID-467691004478,LIC/Ta/41108,2009-11-27,2028-10-01,IM,HLT,17,Hindi/English/Tamil,99099658576,nirvaan92@example.com,00/838- Chawla Circle,Divan Zila,Street,Coimbatore,Coimbatore,Tamil Nadu,India,627847,2007-09-18,Urban,Combo,SM1035,954700341816
2025-07-29,AG1319,Zaina Deo,F,1986-01-31,UID-156965549882,LIC/Ma/11452,2016-09-15,2026-05-21,BO,GEN,10,Hindi/English/Marathi,97099309682,zaina11@example.com,H.No. 03- Batta Zila,Sunder Chowk,Street,Pune,Pune,Maharashtra,India,473093,2014-10-17,Urban,Health,SM1032,170435747288
2025-07-29,AG1320,Romil Lall,F,1992-01-30,ADHAR-3503-8025-4743,LIC/De/36803,2021-12-08,2026-06-09,PO,GEN,13,Hindi/English,97312153952,romil45@example.com,72/260 Dugar Marg,Manda Road,Street,New Delhi,New Delhi,Delhi,India,110069,2012-04-14,Urban,Motor,SM1009,584104749532
2025-07-29,AG1321,Lagan Virk,M,1970-06-29,VOTER-A672588,LIC/De/33781,2014-08-18,2028-09-23,PO,LFE,17,Hindi/English,99076931436,lagan35@example.com,H.No. 611 Boase Chowk,Rege Zila,Street,New Delhi,New Delhi,Delhi,India,110076,2008-04-09,Rural,Motor,SM1042,138835145932
2025-07-29,AG1322,Samar Dyal,M,1989-09-18,VOTER-D288296,LIC/Ta/31540,2023-11-26,2027-09-30,PO,GEN,4,Hindi/English/Tamil,97112640577,samar97@example.com,H.No. 090- Krishna Zila,Virk Nagar,Street,Coimbatore,Coimbatore,Tamil Nadu,India,668986,2020-08-12,Urban,Health,SM1029,209807455149
2025-07-29,AG1323,Neysa Devan,M,1978-03-15,UID-248744083373,LIC/De/33402,2022-10-05,2029-09-29,CO,LFE,6,Hindi/English,99495563360,neysa66@example.com,17 Upadhyay Chowk,Doctor Street,Street,New Delhi,New Delhi,Delhi,India,110027,2018-12-16,Rural,Combo,SM1044,984971338357
