Practitioner_ID,prac_name,prac_license_number,prac_NPI_Number,prac_license_expiry_date,prac_date_of_birth,prac_gender,prac_bank_account_number,prac_contact_number,prac_email_address,prac_practice_address_line1,prac_practice_address_line2,prac_practice_city,prac_practice_state,prac_practice_pincode,prac_primary_specialty,prac_secondary_specialty,prac_taxonomy_code,prac_medical_school,prac_graduation_year,prac_primary_hospital_id,prac_is_solo_practice,prac_onboarding_date,prac_practitioner_status,prac_sanction_history_details,CLAIM_CNT_LT_1M,CLAIM_AMT_LT_1M,CASHLESS_CLAIM_CNT_LT_1M,REIMB_CLAIM_CNT_LT_1M,REJECT_CLAIM_CNT_LT_1M,REJECT_CLAIM_AMT_LT_1M,APPROVE_CLAIM_CNT_LT_1M,APPROVE_CLAIM_AMT_LT_1M,UNIQUE_PATIENTS_CNT_LT_1M,UNIQUE_HOSPITALS_CNT_LT_1M,UNIQUE_AGENTS_CNT_LT_1M,AVG_CONSULTING_FEE_LT_1M,AVG_MEDICINE_FEE_LT_1M,REJECT_REIMB_CLAIM_CNT_LT_1M,REJECT_CSHL_CLAIM_CNT_LT_1M,APPROVE_CASHLESS_CLAIM_CNT_LT_1M,APPROVE_REIMB_CLAIM_CNT_LT_1M,CLAIM_CNT_LT_3M,CLAIM_AMT_LT_3M,CASHLESS_CLAIM_CNT_LT_3M,REIMB_CLAIM_CNT_LT_3M,REJECT_CLAIM_CNT_LT_3M,REJECT_CLAIM_AMT_LT_3M,APPROVE_CLAIM_CNT_LT_3M,APPROVE_CLAIM_AMT_LT_3M,UNIQUE_PATIENTS_CNT_LT_3M,UNIQUE_HOSPITALS_CNT_LT_3M,UNIQUE_AGENTS_CNT_LT_3M,AVG_CONSULTING_FEE_LT_3M,AVG_MEDICINE_FEE_LT_3M,REJECT_REIMB_CLAIM_CNT_LT_3M,REJECT_CSHL_CLAIM_CNT_LT_3M,APPROVE_CASHLESS_CLAIM_CNT_LT_3M,APPROVE_REIMB_CLAIM_CNT_LT_3M,CLAIM_CNT_LT_6M,CLAIM_AMT_LT_6M,CASHLESS_CLAIM_CNT_LT_6M,REIMB_CLAIM_CNT_LT_6M,REJECT_CLAIM_CNT_LT_6M,REJECT_CLAIM_AMT_LT_6M,APPROVE_CLAIM_CNT_LT_6M,APPROVE_CLAIM_AMT_LT_6M,UNIQUE_PATIENTS_CNT_LT_6M,UNIQUE_HOSPITALS_CNT_LT_6M,UNIQUE_AGENTS_CNT_LT_6M,AVG_CONSULTING_FEE_LT_6M,AVG_MEDICINE_FEE_LT_6M,REJECT_REIMB_CLAIM_CNT_LT_6M,REJECT_CSHL_CLAIM_CNT_LT_6M,APPROVE_CASHLESS_CLAIM_CNT_LT_6M,APPROVE_REIMB_CLAIM_CNT_LT_6M,CLAIM_CNT_YR_1,CLAIM_AMT_YR_1,CASHLESS_CLAIM_CNT_YR_1,REIMB_CLAIM_CNT_YR_1,REJECT_CLAIM_CNT_YR_1,REJECT_CLAIM_AMT_YR_1,APPROVE_CLAIM_CNT_YR_1,APPROVE_CLAIM_AMT_YR_1,UNIQUE_PATIENTS_CNT_YR_1,UNIQUE_HOSPITALS_CNT_YR_1,UNIQUE_AGENTS_CNT_YR_1,AVG_CONSULTING_FEE_YR_1,AVG_MEDICINE_FEE_YR_1,REJECT_REIMB_CLAIM_CNT_YR_1,REJECT_CSHL_CLAIM_CNT_YR_1,APPROVE_CASHLESS_CLAIM_CNT_YR_1,APPROVE_REIMB_CLAIM_CNT_YR_1,CLAIM_CNT_YR_2,CLAIM_AMT_YR_2,CASHLESS_CLAIM_CNT_YR_2,REIMB_CLAIM_CNT_YR_2,REJECT_CLAIM_CNT_YR_2,REJECT_CLAIM_AMT_YR_2,APPROVE_CLAIM_CNT_YR_2,APPROVE_CLAIM_AMT_YR_2,UNIQUE_PATIENTS_CNT_YR_2,UNIQUE_HOSPITALS_CNT_YR_2,UNIQUE_AGENTS_CNT_YR_2,AVG_CONSULTING_FEE_YR_2,AVG_MEDICINE_FEE_YR_2,REJECT_REIMB_CLAIM_CNT_YR_2,REJECT_CSHL_CLAIM_CNT_YR_2,APPROVE_CASHLESS_CLAIM_CNT_YR_2,APPROVE_REIMB_CLAIM_CNT_YR_2,CLAIM_CNT_YR_3,CLAIM_AMT_YR_3,CASHLESS_CLAIM_CNT_YR_3,REIMB_CLAIM_CNT_YR_3,REJECT_CLAIM_CNT_YR_3,REJECT_CLAIM_AMT_YR_3,APPROVE_CLAIM_CNT_YR_3,APPROVE_CLAIM_AMT_YR_3,UNIQUE_PATIENTS_CNT_YR_3,UNIQUE_HOSPITALS_CNT_YR_3,UNIQUE_AGENTS_CNT_YR_3,AVG_CONSULTING_FEE_YR_3,AVG_MEDICINE_FEE_YR_3,REJECT_REIMB_CLAIM_CNT_YR_3,REJECT_CSHL_CLAIM_CNT_YR_3,APPROVE_CASHLESS_CLAIM_CNT_YR_3,APPROVE_REIMB_CLAIM_CNT_YR_3,AVG_CLAIM_AMT_LT_1M,AVG_APPR_CLAIM_AMT_LT_1M,AVG_CLAIM_AMT_LT_3M,AVG_APPR_CLAIM_AMT_LT_3M,AVG_CLAIM_AMT_LT_6M,AVG_APPR_CLAIM_AMT_LT_6M,AVG_CLAIM_AMT_YR_1,AVG_APPR_CLAIM_AMT_YR_1,AVG_CLAIM_AMT_YR_2,AVG_APPR_CLAIM_AMT_YR_2,AVG_CLAIM_AMT_YR_3,AVG_APPR_CLAIM_AMT_YR_3,MEMBER_BANKMATCH_FLG
PRAC-1010,Neysa Suresh,MCI/KAR/39420,747231862,2028-05-04,1960-02-22,Male,161084265014,98400465445,neysa.doc60@clinic.com,47/748 Chakraborty Street,0,Mysore,Karnataka,563320,Dermatology,Oncology,207N00000X,Christian Medical College,1985,HOSP-0017,N,2018-12-21,Active,0,1.0,165282.45,0.0,1.0,0.0,0.0,1.0,147972.74,1.0,1.0,1.0,1839.03,34798.91,0.0,0.0,0.0,1.0,3.0,1292170.28,1.0,2.0,0.0,0.0,3.0,1166532.68,3.0,3.0,3.0,77705.31333333334,61589.57,0.0,0.0,1.0,2.0,11,3924107.0900000003,7,4,1,338781.32,9,2968379.35,11,11,11,80875.89181818183,59091.18818181818,1.0,0.0,6,3,16,8610965.39,11,5,1,338781.32,14,7140435.8100000005,16,14,15,94837.6975,124669.758125,1.0,0.0,10,4,56,36118647.96,45,11,6,3627522.98,46,26414191.09,56,31,48,124506.2644642857,136737.89607142858,1.0,5.0,37,9,29,21365238.22,24,5,3,728749.63,25,18354054.66,29,23,27,158997.51448275862,194593.97379310345,0.0,3.0,20,5,165282.45,147972.74,430723.4266666667,388844.2266666666,356737.00818181824,329819.9277777778,538185.336875,510031.1292857143,644975.8564285714,574221.5454347826,736732.3524137931,734162.1864,0
PRAC-1011,Ira Chad,MCI/WES/84404,1212464972,2030-04-05,1995-04-09,Other,641046390907,98789503644,ira.doc30@clinic.com,H.No. 46- Rajagopalan Ganj,0,Howrah,West Bengal,707945,General Surgery,0,208600000X,All India Institute of Medical Sciences,2023,HOSP-0007,Y,2025-05-03,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115478.37,1.0,0.0,0.0,0.0,1.0,80856.9,1.0,1.0,1.0,32822.57,1443.05,0.0,0.0,1.0,0.0,5,2270144.89,3,2,1,383615.25,3,1502961.94,5,3,5,50840.402,109332.23000000001,1.0,0.0,3,0,8,3112216.5300000003,5,3,1,383615.25,6,2142080.58,8,6,8,49216.6975,86275.36125,1.0,0.0,5,1,49,33760629.72,35,14,1,310616.41,44,27082370.740000002,49,24,47,163762.0206122449,148803.77122448978,1.0,0.0,33,11,25,20496788.96,16,9,2,3187330.49,22,14911677.27,25,21,23,151089.8628,153381.7316,1.0,1.0,14,8,0.0,0.0,115478.37,80856.9,454028.978,500987.3133333333,389027.06625000003,357013.43,688992.4432653061,615508.4259090909,819871.5584,677803.5122727272,0
PRAC-1012,Hridaan Bal,MCI/MAH/99940,7123712206,2027-04-01,1978-09-12,Female,435062643350,98793300556,hridaan.doc13@clinic.com,H.No. 45- Lalla Chowk,Anne Circle,Pune,Maharashtra,483477,Pediatrics,0,208000000X,Maulana Azad Medical College,2005,HOSP-0010,N,2014-04-24,Active,0,1.0,386481.48,0.0,1.0,0.0,0.0,1.0,484422.06,1.0,1.0,1.0,115913.75,51039.19,0.0,0.0,0.0,1.0,3.0,575165.61,2.0,1.0,1.0,92820.35,1.0,484422.06,3.0,3.0,3.0,49995.51666666666,24126.0,0.0,1.0,0.0,1.0,9,4582191.28,6,3,1,92820.35,7,4007406.53,9,9,9,134780.14444444445,129286.28222222223,0.0,1.0,4,3,12,6181490.9,9,3,1,92820.35,10,5504170.14,12,12,12,133659.33083333334,127623.95333333332,0.0,1.0,7,3,59,34244385.95,38,21,5,3921771.41,52,24098643.34,59,34,51,124077.89728813559,114735.67966101695,2.0,3.0,33,19,36,18716195.66,25,11,3,2398306.75,28,10076826.12,36,25,33,116123.9,91986.08444444445,1.0,2.0,20,8,386481.48,484422.06,191721.87,484422.06,509132.3644444445,572486.6471428571,515124.2416666667,550417.014,580413.3211864408,463435.44884615386,519894.3238888889,359886.64714285714,0
PRAC-1013,Vedika Wable,MCI/MAH/71616,4177829693,2027-06-26,1962-07-03,Other,973319133575,97621839811,vedika.doc18@clinic.com,H.No. 085 Som Marg,Ramachandran Chowk,Mumbai,Maharashtra,465261,Cardiology,General Practice,207R00000X,All India Institute of Medical Sciences,1989,HOSP-0043,Y,1993-07-03,Active,0,1.0,392526.76,0.0,1.0,0.0,0.0,1.0,1142381.85,1.0,1.0,1.0,72153.22,165533.72,0.0,0.0,0.0,1.0,1.0,392526.76,0.0,1.0,0.0,0.0,1.0,1142381.85,1.0,1.0,1.0,72153.22,165533.72,0.0,0.0,0.0,1.0,6,1817883.8900000001,3,3,0,0.0,6,2326861.8200000003,6,6,6,41255.95333333333,63280.25833333333,0.0,0.0,3,3,11,4513833.01,7,4,0,0.0,11,4729154.66,11,11,11,51279.99909090909,67217.38272727272,0.0,0.0,7,4,62,35767234.76,48,14,2,1055880.77,54,27409894.18,62,35,52,102145.99548387097,118070.18403225807,2.0,0.0,44,10,24,14845743.16,19,5,1,29103.04,21,9835034.71,24,20,23,127389.29625,168775.72291666668,0.0,1.0,17,4,392526.76,1142381.85,392526.76,1142381.85,302980.6483333334,387810.3033333334,410348.45545454544,429923.15090909094,576890.8832258064,507590.63296296296,618572.6316666667,468334.9861904762,1
PRAC-1014,Zoya Bhasin,MCI/KAR/80932,7160594004,2027-03-05,1961-06-13,Other,780874036900,99438155609,zoya.doc65@clinic.com,02/784 Anand Marg,Dayal Road,Bangalore,Karnataka,583618,Cardiology,Neurology,207R00000X,Christian Medical College,1989,HOSP-0025,Y,2014-08-05,Under Review,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,215862.98,1.0,0.0,0.0,0.0,1.0,194414.09,1.0,1.0,1.0,10675.93,57976.95,0.0,0.0,1.0,0.0,5,2038933.32,2,3,0,0.0,5,1698424.45,5,5,5,82173.452,78374.162,0.0,0.0,2,3,9,4381008.3100000005,3,6,1,352259.36,8,3483513.45,9,9,8,73162.40999999999,106827.92444444445,1.0,0.0,3,5,60,42852929.14,47,13,1,969976.87,57,34548454.42,59,37,53,124316.00799999999,138307.96533333333,0.0,1.0,44,13,25,10814475.68,19,6,2,765334.7,21,8381908.55,25,19,25,95411.23240000001,97650.2948,1.0,1.0,16,5,0.0,0.0,215862.98,194414.09,407786.664,339684.89,486778.70111111115,435439.18125,714215.4856666666,606113.2354385966,432579.0272,399138.50238095236,0
PRAC-1015,Tejas Ray,MCI/TAM/68716,8695614318,2027-03-31,1975-12-02,Other,640565327922,98228996371,tejas.doc89@clinic.com,330- Dar Street,Behl,Madurai,Tamil Nadu,664055,General Practice,Dermatology,208D00000X,Christian Medical College,2004,HOSP-0017,N,2019-08-18,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,961200.26,1.0,1.0,0.0,0.0,2.0,936468.6499999999,2.0,2.0,2.0,31492.305,104253.77500000001,0.0,0.0,1.0,1.0,8,5832570.0600000005,6,2,0,0.0,7,3994493.38,8,8,8,131535.84625,193561.95875,0.0,0.0,5,2,14,10324323.8,9,5,1,501685.9,12,7721601.97,14,13,13,163824.11142857143,150980.34785714286,1.0,0.0,8,4,52,41801927.51,42,10,2,2096650.26,47,32269245.63,52,30,46,167563.4528846154,157437.50557692308,0.0,2.0,37,10,42,30661655.47,33,9,5,2479449.5,34,23584006.25,41,29,35,170639.11857142855,131796.2588095238,2.0,3.0,27,7,0.0,0.0,480600.13,468234.32499999995,729071.2575000001,570641.9114285714,737451.7000000001,643466.8308333333,803883.2213461538,686579.6942553191,730039.415952381,693647.2426470588,0
PRAC-1016,Saira Thaker,MCI/MAH/80535,5877743967,2026-08-11,1968-12-03,Male,644933329120,99882564562,saira.doc97@clinic.com,H.No. 200 Ghosh Chowk,Cheema,Pune,Maharashtra,447288,Cardiology,Orthopedic Surgery,207R00000X,All India Institute of Medical Sciences,1998,HOSP-0022,N,2006-02-20,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3538551.47,1.0,1.0,0.0,0.0,2.0,2828639.26,2.0,2.0,2.0,351964.03,587594.8500000001,0.0,0.0,1.0,1.0,7,7636327.75,3,4,0,0.0,6,5720403.95,7,7,7,207184.14857142858,286562.7471428571,0.0,0.0,3,3,11,8508099.21,7,4,0,0.0,9,6391066.35,11,10,11,146718.7409090909,202255.99454545454,0.0,0.0,6,3,62,39930881.51,44,18,4,3171534.9600000004,53,25353028.66,61,40,49,121146.64903225806,118548.92516129033,2.0,2.0,37,16,23,20427108.560000002,19,4,2,1323111.63,21,17152645.07,23,20,23,148952.50695652174,180317.52695652173,0.0,2.0,17,4,0.0,0.0,1769275.735,1414319.63,1090903.9642857143,953400.6583333333,773463.5645454546,710118.4833333333,644046.4759677419,478359.03132075473,888135.1547826088,816792.6223809524,0
PRAC-1017,Keya Tella,MCI/WES/55198,6255767724,2028-05-26,1975-03-08,Female,157838844510,99226503686,keya.doc92@clinic.com,647 Sama Path,Vora Road,Howrah,West Bengal,778110,Orthopedic Surgery,Oncology,207X00000X,Maulana Azad Medical College,2003,HOSP-0031,N,2022-03-23,Active,0,2.0,1034827.9199999999,1.0,1.0,1.0,707505.7,1.0,265421.25,2.0,1.0,2.0,126954.48,118498.875,1.0,0.0,1.0,0.0,4.0,2109982.1799999997,1.0,3.0,1.0,707505.7,3.0,1267589.71,4.0,3.0,4.0,135522.94499999998,120820.61750000001,1.0,0.0,1.0,2.0,9,4394353.529999999,4,5,3,1920155.43,5,1856033.19,9,7,9,123742.25111111111,99434.24888888889,2.0,1.0,2,3,14,6468458.15,7,7,4,2366200.1799999997,8,2935495.99,14,12,13,114839.11071428572,92349.675,3.0,1.0,4,4,43,38055410.12,35,8,4,5567314.869999999,36,27518991.45,42,31,38,186223.24906976745,225539.79674418605,0.0,4.0,29,7,40,27336345.28,27,13,2,1096897.99,36,16611314.96,40,27,36,135989.434,143070.60225,0.0,2.0,24,12,517413.95999999996,265421.25,527495.5449999999,422529.9033333333,488261.50333333324,371206.638,462032.72500000003,366936.99875,885009.5376744185,764416.4291666667,683408.632,461425.4155555556,0
PRAC-1018,Hansh Manne,MCI/MAH/35316,2310776838,2028-12-14,1975-12-30,Female,801493289770,99896980904,hansh.doc28@clinic.com,64/50- Garde Chowk,0,Pune,Maharashtra,462744,General Surgery,Oncology,208600000X,Maulana Azad Medical College,2001,HOSP-0014,N,2017-11-10,Active,0,2.0,771380.34,0.0,2.0,0.0,0.0,2.0,529404.58,2.0,2.0,2.0,124845.29499999998,54786.47,0.0,0.0,0.0,2.0,5.0,2212086.38,2.0,3.0,0.0,0.0,5.0,1727997.42,5.0,5.0,5.0,131250.776,108932.692,0.0,0.0,2.0,3.0,11,8248170.92,8,3,0,0.0,11,7079767.0600000005,11,10,11,196607.36727272728,181609.88272727272,0.0,0.0,8,3,18,11560597.12,13,5,0,0.0,18,9943666.9,18,16,18,156700.83944444443,140426.085,0.0,0.0,13,5,66,33084962.71,51,15,4,1273288.46,57,26012388.87,66,40,55,106538.1806060606,123175.75575757575,2.0,2.0,45,12,30,16067055.88,21,9,0,0.0,28,12792043.92,30,25,27,110733.03199999999,101307.58266666667,0.0,0.0,19,9,385690.17,264702.29,442417.27599999995,345599.484,749833.72,643615.1872727274,642255.3955555555,552425.9388888889,501287.3137878788,456357.69947368425,535568.5293333334,456858.71142857143,0
PRAC-1019,Riaan Chokshi,MCI/MAH/74186,6701338077,2027-12-12,1969-03-29,Male,89647152878,97326386202,riaan.doc36@clinic.com,59/206- Sura Zila,Basu Path,Mumbai,Maharashtra,433233,Dermatology,General Practice,207N00000X,All India Institute of Medical Sciences,1999,HOSP-0034,Y,2023-10-19,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,157263.66,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,26673.36,11354.98,0.0,0.0,0.0,0.0,6,3696284.18,4,2,1,71067.38,4,2904812.69,6,6,6,124628.72833333333,130384.745,1.0,0.0,3,1,11,7418474.74,9,2,2,1634996.9900000002,8,4885031.52,11,11,11,122194.32,178479.7809090909,1.0,1.0,7,1,61,33601916.34,45,16,8,3693541.45,51,22411492.85,60,32,54,127318.79065573771,116893.28377049179,4.0,4.0,39,12,36,26173475.85,27,9,4,6195024.86,29,14822210.54,36,28,34,142369.40694444446,162300.44805555555,0.0,4.0,21,8,0.0,0.0,157263.66,0.0,616047.3633333334,726203.1725,674406.7945454546,610628.94,550851.0875409837,439441.03627450985,727040.9958333333,511110.70827586204,0
PRAC-1020,Anaya Karnik,MCI/DEL/88512,9370631379,2026-08-21,1990-10-04,Other,11055432641,97261301855,anaya.doc8@clinic.com,85/862 Atwal Marg,Zacharia Marg,New Delhi,Delhi,110087,General Surgery,Cardiology,208600000X,Kasturba Medical College,2015,HOSP-0048,N,2017-01-10,Under Review,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,73475.0,1.0,0.0,0.0,0.0,1.0,64279.3,1.0,1.0,1.0,23878.46,29790.58,0.0,0.0,1.0,0.0,4,2551394.2800000003,4,0,1,1873129.97,3,502215.25999999995,4,4,4,199569.79499999998,111669.80750000001,0.0,1.0,3,0,7,4460687.26,7,0,1,1873129.97,6,2269722.93,7,7,7,204476.86714285714,153743.42857142858,0.0,1.0,6,0,55,42410367.52,41,14,6,12737601.6,46,23438767.46,55,33,50,193372.72363636366,137421.99072727273,1.0,5.0,34,12,31,22425399.46,24,7,3,1709391.8800000001,27,17239433.99,31,23,30,171652.4706451613,120260.27096774193,1.0,2.0,21,6,0.0,0.0,73475.0,64279.3,637848.5700000001,167405.08666666664,637241.0371428571,378287.155,771097.5912727274,509538.4230434783,723399.9825806452,638497.5551851852,0
PRAC-1021,Manjari Korpal,MCI/DEL/22477,3586085962,2030-03-06,1979-01-02,Other,434785343924,97463353538,manjari.doc58@clinic.com,82 Dayal Circle,Maharaj Path,New Delhi,Delhi,110024,Orthopedic Surgery,General Surgery,207X00000X,Christian Medical College,2004,HOSP-0014,Y,2019-07-07,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4523295.69,5,1,1,141210.76,5,3563808.16,6,6,6,175240.16666666666,73835.53499999999,0.0,1.0,4,1,12,8529989.530000001,10,2,1,141210.76,11,6828307.24,12,11,11,159845.90083333335,67739.10833333334,0.0,1.0,9,2,59,45713117.7,41,18,6,1330611.91,49,31016136.61,59,37,52,135211.44355932204,184944.6818644068,2.0,4.0,35,14,30,20534568.47,15,15,2,803377.7300000001,26,15868483.25,30,23,30,138367.77566666665,114677.18033333332,2.0,0.0,14,12,0.0,0.0,0.0,0.0,753882.6150000001,712761.632,710832.4608333334,620755.2036363636,774798.6050847458,632982.3797959184,684485.6156666667,610326.2788461539,0
PRAC-1022,Pranay Soman,MCI/DEL/99642,3277771793,2026-07-20,1996-07-02,Other,715337898796,97974335145,pranay.doc84@clinic.com,023 Anand Street,0,New Delhi,Delhi,110068,Oncology,Orthopedic Surgery,207R00000X,Kasturba Medical College,2026,HOSP-0049,Y,2028-01-01,Under Review,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1827084.6400000001,2.0,0.0,0.0,0.0,1.0,1424741.98,2.0,2.0,2.0,150920.895,291193.76,0.0,0.0,1.0,0.0,8,6639692.9399999995,5,3,0,0.0,7,5631132.12,8,7,8,121167.73124999998,183389.35375,0.0,0.0,4,3,11,8368149.0600000005,8,3,0,0.0,10,7031688.029999999,11,10,11,128489.99363636364,159228.91090909092,0.0,0.0,7,3,54,40062920.65,37,17,7,4198915.12,44,28609243.68,54,33,49,153437.80574074073,130610.69074074074,2.0,5.0,30,14,36,24547248.29,27,9,3,2180858.22,27,16173830.37,36,26,35,151198.79305555555,157212.90805555557,1.0,2.0,19,8,0.0,0.0,913542.3200000001,1424741.98,829961.6174999999,804447.4457142857,760740.8236363637,703168.803,741905.9379629629,650210.0836363636,681868.0080555555,599030.7544444444,0
PRAC-1023,Vaibhav Bhatia,MCI/TAM/48276,6117116471,2026-11-04,1969-05-10,Female,395228266244,99231653195,vaibhav.doc69@clinic.com,15- Kaur,0,Chennai,Tamil Nadu,657877,General Practice,Orthopedic Surgery,208D00000X,All India Institute of Medical Sciences,1997,HOSP-0029,N,2017-09-23,Under Review,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2639911.15,2.0,0.0,0.0,0.0,2.0,2424750.23,2.0,2.0,2.0,237440.935,176378.61000000002,0.0,0.0,2.0,0.0,9,7742668.82,7,2,3,412632.79000000004,6,6579695.38,9,9,9,165169.0588888889,169627.35555555558,1.0,2.0,5,1,16,15326666.41,14,2,3,412632.79000000004,13,13537551.08,16,15,14,234007.26,178885.668125,1.0,2.0,12,1,50,29669709.73,37,13,5,4550116.69,40,16092429.83,50,35,45,121318.55300000001,128149.664,2.0,3.0,29,11,23,13046066.84,14,9,1,120827.06,17,8945553.95,23,19,22,139060.41130434783,97326.48739130434,0.0,1.0,11,6,0.0,0.0,1319955.575,1212375.115,860296.5355555556,1096615.8966666667,957916.650625,1041350.083076923,593394.1946,402310.74575,567220.2973913044,526209.0558823529,0
PRAC-1024,Seher Batta,MCI/TAM/95678,4445770941,2028-11-22,1966-06-27,Other,164128481802,98782691952,seher.doc39@clinic.com,27/724 Sarraf Ganj,Kunda Nagar,Madurai,Tamil Nadu,604301,Oncology,Orthopedic Surgery,207R00000X,Armed Forces Medical College,1991,HOSP-0008,N,2000-11-04,Inactive,0,2.0,198444.16999999998,1.0,1.0,0.0,0.0,2.0,615452.13,2.0,1.0,1.0,29588.43,34726.455,0.0,0.0,1.0,1.0,6.0,3314686.7,4.0,2.0,0.0,0.0,6.0,3100618.54,6.0,5.0,5.0,80945.75666666667,90311.49333333333,0.0,0.0,4.0,2.0,14,6574048.16,8,6,1,109325.47,12,5820775.74,14,12,13,61292.805714285714,111482.39,1.0,0.0,8,4,18,10417367.38,9,9,1,109325.47,15,7539594.96,18,15,17,77026.29833333334,142426.89388888888,1.0,0.0,9,6,61,37692172.39,44,17,1,63910.48,56,30297107.07,61,35,54,135057.0406557377,106820.53655737705,0.0,1.0,40,16,29,21268464.44,21,8,2,1045411.0700000001,25,16415543.09,29,23,28,148513.89931034483,144082.37586206896,0.0,2.0,17,8,99222.08499999999,307726.065,552447.7833333333,516769.75666666665,469574.8685714286,485064.645,578742.6322222223,502639.664,617904.465409836,541019.7691071428,733395.3255172414,656621.7236,0
PRAC-1025,Sana Chander,MCI/TAM/93459,523517739,2026-06-09,1990-11-05,Other,267757094651,99577040271,sana.doc76@clinic.com,H.No. 268- Batra Road,0,Coimbatore,Tamil Nadu,692932,Pediatrics,General Practice,208000000X,Kasturba Medical College,2014,HOSP-0029,Y,2022-10-31,Active,0,2.0,6214638.65,2.0,0.0,1.0,712429.58,1.0,4552362.63,2.0,2.0,2.0,298222.68,687678.355,0.0,1.0,1.0,0.0,3.0,7005040.24,3.0,0.0,1.0,712429.58,2.0,5148544.07,3.0,3.0,3.0,254939.11,487254.9466666667,0.0,1.0,2.0,0.0,10,9749722.05,9,1,1,712429.58,9,7374863.1,10,9,10,130264.26999999999,207838.925,0.0,1.0,8,1,17,13172401.870000001,16,1,1,712429.58,15,9763660.780000001,17,13,17,127670.92529411765,147489.48823529412,0.0,1.0,14,1,37,26267048.57,27,10,2,1392732.45,32,20937460.81,37,29,35,129028.48432432432,119161.27432432433,0.0,2.0,22,10,22,14619879.06,15,7,3,1073380.9,15,9833203.83,22,17,22,168830.8031818182,168649.7318181818,2.0,1.0,10,5,3107319.325,4552362.63,2335013.4133333336,2574272.035,974972.2050000001,819429.2333333333,774847.1688235295,650910.7186666668,709920.2316216216,654295.6503125,664539.9572727273,655546.922,0
PRAC-1026,Advika Bhavsar,MCI/DEL/80961,1259299984,2030-06-23,1983-05-11,Male,201232147095,98056025528,advika.doc59@clinic.com,34- Dara Chowk,0,New Delhi,Delhi,110052,Orthopedic Surgery,Neurology,207X00000X,All India Institute of Medical Sciences,2010,HOSP-0041,N,2023-08-04,Inactive,0,2.0,159730.25,0.0,2.0,0.0,0.0,2.0,1840352.75,2.0,1.0,1.0,17593.695,30495.02,0.0,0.0,0.0,2.0,4.0,798373.63,2.0,2.0,1.0,274673.28,3.0,2143833.5300000003,4.0,3.0,3.0,26004.239999999998,42710.6675,0.0,1.0,1.0,2.0,6,2518965.01,4,2,1,274673.28,5,3752922.58,6,5,5,110554.70166666666,86842.03833333333,0.0,1.0,3,2,11,6638399.46,9,2,1,274673.28,9,6890299.5,11,10,10,151628.87636363637,110588.38818181818,0.0,1.0,7,2,55,30371956.29,38,17,4,2989725.79,48,22154183.47,55,35,49,123515.15454545454,105897.12236363637,0.0,4.0,31,17,36,29147121.99,34,2,2,1392898.27,32,22961761.78,36,24,30,199401.14472222223,150131.03944444444,0.0,2.0,30,2,79865.125,920176.375,199593.4075,714611.1766666668,419827.50166666665,750584.5160000001,603490.86,765588.8333333334,552217.3870909091,461545.4889583333,809642.2775,717555.055625,0
